JUDET,UAT,COD SIRUTA,NR. Birou electoral,Nr SV,Sediu SV,Adresa SV,Adresa SV descriptivă,Localitate componentă / Sat aparţinător,Cod Arteră,Arteră,Număr imobil / Alfabetic,Observaţii
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61395,Şoseaua Viilor,numere impare nr. 51 -97# numere pare nr. 56 -76# toate numerele mai mari sau egale cu nr. 97 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,926,Grădinița din cadrul Colegiului Tehnic de Industrie Alimentară”Dumitru Moțoc”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Spătarul Preda (Strada Preda Spătarul) , Nr. 19A",CP 050186,BUCUREŞTI SECTORUL 5,61337,Strada Vedea,numere impare nr. 3 -5# numere pare nr. 4 -6#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59589,Strada Zamfir Olaru,numere impare nr. 1 -35# numere pare nr. 2 -8# nr. 12 -36#,
B,BUCUREŞTI SECTORUL 5,179187,42,927,Grădinița din cadrul Colegiului Tehnic de Industrie Alimentară”Dumitru Moțoc”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Spătarul Preda (Strada Preda Spătarul) , Nr. 19A",CP 050186,BUCUREŞTI SECTORUL 5,61210,Strada Tutunari,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59589,Strada Zamfir Olaru,nr. 10#,
B,BUCUREŞTI SECTORUL 5,179187,42,928,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,56489,Intrarea Azimei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57371,Strada Cobadin,numere impare nr. 1 -5# numere pare nr. 2 -4#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58059,Strada Făt Frumos,nr. 2#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59972,Strada Petrache Poenaru,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58704,Strada Petre Ispirescu,numere pare nr. 6 -10#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59916,Intrarea Piticului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60124,Strada Pribeagului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,929,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,62342,Strada Mihail Sebastian (Strada Sebastian),numere impare nr. 1 -11# numere pare nr. 4 -22# nr. 26 -82# nr. 22 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62461,Calea Rahovei,numere pare nr. 332 -336#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60550,Strada Mihail Sebastian (Strada Sebastian) (D),numere impare nr. 1 -11# numere pare nr. 4 -22# nr. 26 -82#,
B,BUCUREŞTI SECTORUL 5,179187,42,930,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,59466,Strada Sg. maj. Ion Nedeleanu,numere impare nr. 1 -47# numere pare nr. 2 -4# nr. 10 -12# nr. 16 -48#,
B,BUCUREŞTI SECTORUL 5,179187,42,931,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,57506,Strada Ileana Cosânzeana (Strada Ileana Cosînzeana),numere impare nr. 1 -7# numere pare nr. 2 -6# nr. 11#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59466,Strada Sg. maj. Ion Nedeleanu,nr. 14#,
B,BUCUREŞTI SECTORUL 5,179187,42,932,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,57506,Strada Ileana Cosânzeana (Strada Ileana Cosînzeana),numere impare nr. 13 -31# numere pare nr. 8 -52# nr. 9#,
B,BUCUREŞTI SECTORUL 5,179187,42,933,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,62461,Calea Rahovei,numere pare nr. 306 -330# nr. 338 -350#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60239,Calea Rahovei (D),numere pare nr. 338 -350#,
B,BUCUREŞTI SECTORUL 5,179187,42,934,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,61841,Aleea Bărbăteşti,nr. 1# nr. 1 B#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62461,Calea Rahovei,numere pare nr. 352 -356#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60239,Calea Rahovei (D),numere pare nr. 352 -356#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57838,Strada Sg. Gheorghe Donici,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,935,ȘCOALA GIMNAZIALĂ NR.280,"Loc. BUCUREŞTI SECTORUL 5,  Strada Sg. Gheorghe Donici , Nr. 4A",CP 051812,BUCUREŞTI SECTORUL 5,61842,Aleea Rădăşeni (Intrarea Arceşti),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58673,Strada Serg. maj. Gheorghe Iorga (Strada Sg. Gheorghe Iorga),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,936,LICEUL TEHNOLOGIC ”DIMITRIE GUSTI”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Samuil Vulcan , Nr. 8",CP 051702,BUCUREŞTI SECTORUL 5,61108,Strada Sg.maj. Vasile Topliceanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,937,LICEUL TEHNOLOGIC ”DIMITRIE GUSTI”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Samuil Vulcan , Nr. 8",CP 051702,BUCUREŞTI SECTORUL 5,60060,Strada Elev Nicolae Popovici (Strada Elev Niculae Popovici),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58059,Strada Făt Frumos,numere impare nr. 1 -7#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61090,Strada Grigore Tocilescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,938,LICEUL TEHNOLOGIC ”DIMITRIE GUSTI”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Samuil Vulcan , Nr. 8",CP 051702,BUCUREŞTI SECTORUL 5,58059,Strada Făt Frumos,numere pare nr. 8 -10#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58704,Strada Petre Ispirescu,numere impare nr. 1 -9# nr. 4# nr. 9 B#,
B,BUCUREŞTI SECTORUL 5,179187,42,939,GRĂDINIȚA NR.205,"Loc. BUCUREŞTI SECTORUL 5,  Calea Ferentari , Nr. 2",CP 051858,BUCUREŞTI SECTORUL 5,58073,Calea Ferentari,numere impare nr. 1 -11# numere pare nr. 4 -8#,
B,BUCUREŞTI SECTORUL 5,179187,42,940,GRĂDINIȚA NR.205,"Loc. BUCUREŞTI SECTORUL 5,  Calea Ferentari , Nr. 2",CP 051858,BUCUREŞTI SECTORUL 5,58073,Calea Ferentari,numere pare nr. 10 -14# nr. 2# nr. 2 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57665,Strada Pictor Mihail Dan,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,941,GRĂDINIȚA NR.205,"Loc. BUCUREŞTI SECTORUL 5,  Calea Ferentari , Nr. 2",CP 051858,BUCUREŞTI SECTORUL 5,58847,Strada Constantin Lecca,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58073,Calea Ferentari,numere pare nr. 16 -22#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62461,Calea Rahovei,nr. 303#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61178,Aleea Tulcea,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57922,Strada Vasile Dumitrescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,942,GRĂDINIȚA NR.205,"Loc. BUCUREŞTI SECTORUL 5,  Calea Ferentari , Nr. 2",CP 051858,BUCUREŞTI SECTORUL 5,61794,Intrarea Teliţa (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61002,Strada Teliţa,numere impare nr. 13 -61# nr. 2#,
B,BUCUREŞTI SECTORUL 5,179187,42,943,GRĂDINIȚA NR.205,"Loc. BUCUREŞTI SECTORUL 5,  Calea Ferentari , Nr. 2",CP 051858,BUCUREŞTI SECTORUL 5,58898,Intrarea Linteşti,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61002,Strada Teliţa,numere pare nr. 4 -58# nr. 3#,
B,BUCUREŞTI SECTORUL 5,179187,42,944,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,57929,Strada Dunavăţ,numere impare nr. 3 -85# numere pare nr. 10 -74#,
B,BUCUREŞTI SECTORUL 5,179187,42,945,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,57929,Strada Dunavăţ,numere pare nr. 2 -8# nr. 1# nr. 1 A# nr. 1 B#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60127,Strada Pricopan,nr. 26#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62461,Calea Rahovei,nr. 299# nr. 305#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60239,Calea Rahovei (D),nr. 305#,
B,BUCUREŞTI SECTORUL 5,179187,42,946,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,59599,Strada Oltina,nr. 2# nr. 3# nr. 17#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62461,Calea Rahovei,numere impare nr. 307 -321#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60239,Calea Rahovei (D),numere impare nr. 307 -321#,
B,BUCUREŞTI SECTORUL 5,179187,42,947,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,59788,Strada Pecineaga,numere impare nr. 1 -97# numere pare nr. 12 -128# nr. 97 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61375,Strada Vicina,nr. 1#,
B,BUCUREŞTI SECTORUL 5,179187,42,948,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,61375,Strada Vicina,numere impare nr. 3 -33# numere pare nr. 2 -38#,
B,BUCUREŞTI SECTORUL 5,179187,42,949,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,60126,Aleea Pricopan,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60127,Strada Pricopan,numere impare nr. 1 -13# numere pare nr. 2 -24#,
B,BUCUREŞTI SECTORUL 5,179187,42,950,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,60456,Aleea Sălaj (Strada Frecăţei),numere impare nr. 11 -21# nr. 10#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60034,Strada Slt. Popa,numere impare nr. 17 -95# numere pare nr. 6 -96#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57279,Strada Sold. Ion Cândea (Strada Sold. Ion Cîndea),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,951,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,58172,Aleea Sălaj (Strada Frecăţei) (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59050,Strada Malcoci,nr. 1# nr. 2# nr. 2 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60456,Aleea Sălaj (Strada Frecăţei),numere impare nr. 1 -9# numere pare nr. 2 -8#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61374,Aleea Vicina,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,952,LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”,"Loc. BUCUREŞTI SECTORUL 5,  Calea Rahovei , Nr. 311",CP 050903,BUCUREŞTI SECTORUL 5,59050,Strada Malcoci,numere impare nr. 3 -45# numere pare nr. 4 -36#,
B,BUCUREŞTI SECTORUL 5,179187,42,953,FACULTATEA DE DREPT,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Mihail Kogălniceanu , Nr. 36-46",CP 050107,BUCUREŞTI SECTORUL 5,59475,Intrarea Costache Negri,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59476,Strada Costache Negri,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59743,Intrarea Dr. Louis Pasteur,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59744,Strada Dr. Louis Pasteur,numere impare nr. 1 -27# numere pare nr. 2 -28#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60790,Strada Dr. Niculae D. Staicovici (Strada Dr. Nicolae D. Staicovici),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58404,Strada Grădina cu Cai,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61251,Intrarea Vasile Păun (Intrarea Ursuletului) (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62165,Intrarea Vasile Păun (Intrarea Ursuletului),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,954,FACULTATEA DE DREPT,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Mihail Kogălniceanu , Nr. 36-46",CP 050107,BUCUREŞTI SECTORUL 5,58909,Strada Dr. Joseph Lister (Strada Dr. Lister),numere impare nr. 1 -25# numere pare nr. 2 -28#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58287,Bulevardul Gheorghe Gheorghiu Dej (D),numere impare nr. 1 -13# nr. 59 -67# numere pare nr. 8 -16#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62352,Bulevardul Mihail Kogălniceanu,numere impare nr. 1 -13# numere pare nr. 8 -16#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58765,Piaţa Mihail Kogălniceanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,955,FACULTATEA DE DREPT,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Mihail Kogălniceanu , Nr. 36-46",CP 050107,BUCUREŞTI SECTORUL 5,58287,Bulevardul Gheorghe Gheorghiu Dej (D),numere impare nr. 15 -57# nr. 69 -101# numere pare nr. 18 -74#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62352,Bulevardul Mihail Kogălniceanu,numere impare nr. 15 -57# numere pare nr. 18 -52#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62038,Bulevardul Mihail Kogălniceanu (D),numere impare nr. 43 -105#,
B,BUCUREŞTI SECTORUL 5,179187,42,956,COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Regina Elisabeta , Nr. 48",CP 050018,BUCUREŞTI SECTORUL 5,62093,Bulevardul Libertăţii,numere pare nr. 14 -22#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62051,Bulevardul Naţiunile Unite,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61729,Piaţa Naţiunile Unite (Piaţa Splaiului),nr. 8# nr. 9#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59607,Strada Operetei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62086,Bulevardul Unirii,numere impare nr. 17 -27#,
B,BUCUREŞTI SECTORUL 5,179187,42,957,COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Regina Elisabeta , Nr. 48",CP 050018,BUCUREŞTI SECTORUL 5,56380,Strada Apolodor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58497,Strada Bogdan Petriceicu Haşdeu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60341,Strada Dr. Dumitru Râureanu (Strada Dr. Rîureanu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61009,Strada Dr. Florea Teodorescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62102,Strada Dr. Paul Orleanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62222,Strada G-ral Ion Dragalina (Strada Rosmarin),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58593,Strada Ilfov,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58720,Strada Izvor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56900,Strada M. I. Brutus (Strada Brutus M. I.),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59208,Strada Mihai Vodă (Intrarea Mihai Vodă),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59224,Strada Poliţiei (Strada Miliţiei) (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56362,Strada Mitropolit Antim Ivireanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62052,Strada Poliţiei (Strada Miliţiei),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60122,Strada Pretorienilor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60395,Strada G-ral Ion Dragalina (Strada Rosmarin) (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60488,Strada Sapienţei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,958,COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Regina Elisabeta , Nr. 48",CP 050018,BUCUREŞTI SECTORUL 5,57830,Strada Domniţa Anastasia,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62456,Strada Sfinţii Apostoli,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60615,Strada Sfinţii Apostoli (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62086,Bulevardul Unirii,numere impare nr. 1 -15#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61409,Strada Vânători (Strada Vînători),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61392,Strada Vigilenţei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,959,COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Regina Elisabeta , Nr. 48",CP 050018,BUCUREŞTI SECTORUL 5,56666,Strada Alexandru Beldiman,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60466,Strada Ing. Anghel Saligny,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58905,Strada Lipscani,numere impare nr. 3 -11#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62356,Bulevardul Regina Elisabeta,numere impare nr. 21 -75# numere pare nr. 18 -54#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60528,Bulevardul Schitu Măgureanu (Bulevardul Schitul Măgureanu),numere impare nr. 1 -3#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60651,Strada Silfidelor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,960,COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Regina Elisabeta , Nr. 48",CP 050018,BUCUREŞTI SECTORUL 5,57950,Strada Eforiei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58612,Splaiul Independenţei,numere impare nr. 1 -191# numere pare nr. 4 -94#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56875,Strada Ion Brezoianu,numere impare nr. 3 -13# numere pare nr. 4 -14#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58468,Strada Johann Gutenberg (Strada Iohann Gutenberg),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59945,Calea Plevnei,numere impare nr. 1 -7# numere pare nr. 2 -8#,
B,BUCUREŞTI SECTORUL 5,179187,42,961,GRĂDINȚA NR.178,"Loc. BUCUREŞTI SECTORUL 5,  Strada Iancu Jianu , Nr. 26",CP 051823,BUCUREŞTI SECTORUL 5,57249,Strada Banu Mărăcine (Strada Cilindrului),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56716,Strada Bârnova (Strada Bîrnova),numere impare nr. 37 -81# numere pare nr. 14 -60#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57370,Intrarea Cobadin,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57371,Strada Cobadin,numere impare nr. 7 -15# numere pare nr. 8 -18#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57478,Strada Corbiţa,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57553,Strada Crăişorului,numere impare nr. 3 -7# nr. 1 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57813,Strada Docolina,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58332,Strada Dr. Petre Gâdescu (Strada Dr. Petre Gîdescu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58567,Strada Iancu Jianu,numere impare nr. 3 -5# nr. 11 -89# numere pare nr. 2 -6# nr. 10 -68# nr. 76 -100# nr. 1# nr. 7#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58595,Strada Iliada,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,962,GRĂDINȚA NR.178,"Loc. BUCUREŞTI SECTORUL 5,  Strada Iancu Jianu , Nr. 26",CP 051823,BUCUREŞTI SECTORUL 5,61897,Strada Dumbrava Nouă,numere impare nr. 19 -27#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59103,Strada Mărgeanului,numere impare nr. 61 -127# numere pare nr. 54 -140#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60367,Intrarea Romaniţei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57417,Strada Sold. Ion Coman,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,963,GRĂDINȚA NR.178,"Loc. BUCUREŞTI SECTORUL 5,  Strada Iancu Jianu , Nr. 26",CP 051823,BUCUREŞTI SECTORUL 5,58704,Strada Petre Ispirescu,numere impare nr. 11 -73# numere pare nr. 12 -84# nr. 2# nr. 73 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60369,Strada Rombului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60930,Strada Suzana,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,964,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,59354,Strada Moţoc,numere impare nr. 3 -11# nr. 6#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59529,Strada Novaci,numere impare nr. 1 -5# numere pare nr. 2 -4#,
B,BUCUREŞTI SECTORUL 5,179187,42,965,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,56833,Aleea Botorani,nr. 1# nr. 2#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59529,Strada Novaci,numere impare nr. 7 -11# numere pare nr. 6 -30# nr. 30 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,966,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,56833,Aleea Botorani,numere impare nr. 3 -9# numere pare nr. 4 -10# nr. 10 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,967,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,56545,Strada Baionetei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56833,Aleea Botorani,numere impare nr. 11 -19# nr. 25#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57274,Strada Câmpul Mare (Strada Cîmpul Mare),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57348,Strada Clejani,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57404,Strada Colindelor (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57420,Intrarea Comăneşti,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57559,Strada Creaţă (Strada Creaţa),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57850,Strada Dorului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58258,Strada Lt. Ion Garofeanu (Strada Lt. av. I. Garofeanu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59288,Strada Mizileni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61979,Aleea Platanului,numere impare nr. 1 -3# nr. 2#,
B,BUCUREŞTI SECTORUL 5,179187,42,968,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,56577,Strada Baltagului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58868,Strada Lespezi,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58703,Intrarea Petre Ispirescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58704,Strada Petre Ispirescu,numere impare nr. 77 -117# numere pare nr. 86 -138#,
B,BUCUREŞTI SECTORUL 5,179187,42,969,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,numere impare nr. 179 -237# numere pare nr. 166 -272#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59343,Strada Moş Adam,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59705,Strada Panterei,integral#,
